"idade_pessoa";"salario_anual";"tipo_imovel";"anos_trabalhados";"motivo_emprestimo";"pontuacao_emprestimo";"valor_emprestimo";"taxa_juros";"possibilidade_inadimplencia";"renda_percentual";"foi_inadimplente";"anos_primeiro_emprestimo"
28;12000;"Rent";0.0;"Medical";"C";2400;12.68;1;0.2;"N";8
21;33800;"Rent";5.0;"Medical";"B";15000;11.71;1;0.44;"N";2
29;30000;"Mortgage";7.0;"Debtconsolidation";"C";1500;13.16;0;0.05;"N";8
22;39696;"Mortgage";0.0;"Education";"B";14125;12.42;1;0.36;"N";4
23;47000;"Rent";1.0;"Venture";"E";25000;17.93;1;0.53;"N";2
24;27168;"Own";5.0;"Venture";"B";7500;9.99;0;0.28;"N";2
22;31200;"Rent";1.0;"Education";"B";3200;11.99;0;0.1;"N";4
32;40704;"Mortgage";9.0;"Homeimprovement";"B";10000;9.63;0;0.25;"N";7
23;36000;"Mortgage";7.0;"Personal";"A";7200;5.42;0;0.2;"N";2
38;74000;"Rent";21.0;"Debtconsolidation";"B";4000;11.26;0;0.05;"N";14
22;36000;"Rent";0.0;"Education";"C";1500;13.16;1;0.04;"Y";4
31;300000;"Mortgage";1.0;"Venture";"D";25000;14.83;0;0.08;"N";9
24;58000;"Mortgage";6.0;"Debtconsolidation";"A";2200;7.4;0;0.04;"N";3
29;50000;"Mortgage";4.0;"Medical";"A";10000;6.03;0;0.2;"N";5
25;44000;"Rent";1.0;"Education";"D";15000;14.59;1;0.34;"N";3
28;25000;"Rent";11.0;"Medical";"A";3500;7.14;0;0.14;"N";10
21;20000;"Rent";2.0;"Debtconsolidation";"B";5000;10.39;0;0.25;"N";2
22;30000;"Rent";3.0;"Education";"A";4000;7.9;0;0.13;"N";3
24;72000;"Rent";3.0;"Education";"A";6000;7.66;0;0.08;"N";3
23;96000;"Rent";7.0;"Education";"B";10000;10.65;0;0.1;"N";3
44;36000;"Mortgage";0.0;"Venture";"B";1000;11.48;0;0.03;"N";15
30;45000;"Rent";14.0;"Personal";"A";1900;5.79;0;0.04;"N";7
23;57996;"Rent";7.0;"Education";"C";10000;13.23;0;0.17;"N";3
21;56000;"Mortgage";6.0;"Medical";"B";5600;10.37;0;0.1;"N";4
22;46000;"Rent";0.0;"Venture";"C";12000;12.68;0;0.26;"Y";3
22;48000;"Rent";1.0;"Medical";"B";7200;9.62;0;0.15;"N";4
24;30000;"Rent";8.0;"Medical";"B";8000;9.25;0;0.27;"N";2
25;20000;"Rent";0.0;"Medical";"C";3500;10.28;0;0.17;"Y";3
28;65000;"Own";1.0;"Venture";"B";7500;10.96;0;0.12;"N";5
29;45000;"Rent";5.0;"Medical";"C";2400;0.0;0;0.05;"N";6
27;45500;"Rent";2.0;"Education";"B";5000;11.71;0;0.11;"N";5
23;90000;"Mortgage";4.0;"Medical";"B";4800;10.36;0;0.05;"N";4
26;74000;"Mortgage";10.0;"Education";"B";4475;9.99;0;0.06;"N";2
26;93492;"Rent";0.0;"Personal";"B";20000;9.45;0;0.21;"N";2
25;22260;"Mortgage";9.0;"Personal";"A";6400;7.88;0;0.29;"N";4
23;75000;"Mortgage";2.0;"Medical";"B";14000;10.65;0;0.19;"N";3
24;66000;"Rent";0.0;"Homeimprovement";"A";8400;0.0;0;0.13;"N";2
30;70000;"Mortgage";15.0;"Personal";"A";12250;7.51;0;0.17;"N";6
33;54000;"Mortgage";6.0;"Education";"B";2100;9.99;0;0.04;"N";6
40;21408;"Mortgage";0.0;"Homeimprovement";"B";1500;11.12;0;0.07;"N";14
25;58313;"Mortgage";9.0;"Medical";"E";5300;19.91;1;0.08;"Y";2
34;75000;"Rent";9.0;"Debtconsolidation";"B";25000;10.38;1;0.33;"N";8
22;48000;"Mortgage";4.0;"Personal";"A";6500;6.17;0;0.14;"N";2
31;60000;"Rent";2.0;"Personal";"C";12000;13.98;0;0.2;"N";5
21;13200;"Own";0.0;"Venture";"C";4500;12.98;1;0.34;"N";4
30;48996;"Rent";1.0;"Homeimprovement";"E";10000;15.45;1;0.2;"N";5
22;37392;"Rent";1.0;"Education";"B";12000;10.62;1;0.32;"N";2
22;40000;"Own";6.0;"Education";"D";5000;16.29;0;0.13;"Y";4
23;68000;"Mortgage";5.0;"Medical";"B";11500;9.99;0;0.17;"N";2
24;90000;"Mortgage";7.0;"Education";"B";35000;10.65;0;0.39;"N";3
22;84000;"Mortgage";0.0;"Medical";"A";10000;7.88;0;0.12;"N";3
33;58000;"Rent";0.0;"Venture";"B";14400;9.91;0;0.25;"N";5
24;48000;"Rent";4.0;"Education";"C";2500;13.35;0;0.05;"N";4
23;24000;"Own";0.0;"Personal";"B";4200;10.99;0;0.17;"N";4
23;41000;"Rent";5.0;"Education";"A";9500;7.88;0;0.23;"N";2
25;26780;"Rent";0.0;"Debtconsolidation";"B";6000;9.25;0;0.22;"N";4
28;76000;"Rent";4.0;"Debtconsolidation";"A";3400;8.49;0;0.04;"N";5
32;140000;"Mortgage";3.0;"Education";"B";5000;10.38;0;0.04;"N";6
22;65338;"Mortgage";6.0;"Education";"B";6500;11.71;0;0.1;"N";4
29;120000;"Mortgage";5.0;"Debtconsolidation";"A";14000;6.17;1;0.12;"N";9
22;58617;"Rent";6.0;"Medical";"D";5400;15.21;1;0.09;"N";2
32;119004;"Rent";0.0;"Homeimprovement";"A";2500;0.0;0;0.02;"N";10
29;28800;"Rent";1.0;"Venture";"C";4000;13.92;1;0.14;"N";10
25;133119;"Mortgage";10.0;"Debtconsolidation";"B";25000;0.0;0;0.19;"N";3
22;51000;"Mortgage";3.0;"Education";"B";15200;10.99;0;0.3;"N";4
28;125000;"Rent";1.0;"Debtconsolidation";"C";4000;13.35;0;0.03;"Y";5
22;50000;"Rent";2.0;"Venture";"A";7000;7.66;0;0.14;"N";3
26;52000;"Mortgage";3.0;"Homeimprovement";"D";2500;14.59;0;0.05;"N";4
27;40000;"Rent";11.0;"Debtconsolidation";"A";20000;6.91;1;0.5;"N";8
23;54000;"Mortgage";3.0;"Medical";"C";7500;11.03;1;0.14;"Y";3
33;70116;"Mortgage";0.0;"Personal";"B";5000;11.71;0;0.07;"N";6
24;120000;"Mortgage";5.0;"Personal";"A";16000;6.99;0;0.13;"N";4
31;39996;"Own";8.0;"Homeimprovement";"C";4000;14.35;0;0.1;"Y";9
24;53000;"Mortgage";1.0;"Education";"D";6400;13.67;0;0.12;"N";2
36;125000;"Rent";0.0;"Homeimprovement";"B";18000;11.11;0;0.14;"N";11
22;30996;"Rent";6.0;"Education";"A";8000;7.14;1;0.26;"N";4
22;49560;"Rent";5.0;"Education";"B";5000;10.36;0;0.1;"N";4
27;45600;"Mortgage";6.0;"Debtconsolidation";"A";3000;6.99;0;0.07;"N";5
29;42996;"Rent";5.0;"Venture";"C";6000;15.96;1;0.14;"N";9
21;21600;"Mortgage";6.0;"Medical";"A";7575;0.0;0;0.35;"N";2
26;66400;"Rent";6.0;"Medical";"A";6000;7.29;0;0.09;"N";4
28;47000;"Own";5.0;"Debtconsolidation";"D";13000;14.54;0;0.28;"N";9
30;30000;"Rent";1.0;"Venture";"C";3600;10.28;0;0.12;"Y";10
22;52000;"Rent";1.0;"Medical";"A";5000;6.99;0;0.1;"N";2
31;62000;"Mortgage";4.0;"Venture";"A";6550;5.79;0;0.11;"N";5
35;60000;"Rent";4.0;"Debtconsolidation";"C";15000;13.49;0;0.25;"Y";6
26;150500;"Mortgage";10.0;"Debtconsolidation";"D";10000;15.99;1;0.07;"N";3
35;60000;"Mortgage";12.0;"Debtconsolidation";"C";25000;12.73;0;0.42;"N";8
27;12000;"Own";0.0;"Education";"D";8125;14.42;1;0.68;"Y";5
27;50000;"Rent";7.0;"Debtconsolidation";"C";5000;13.61;0;0.1;"Y";8
23;70000;"Rent";3.0;"Venture";"C";6600;12.84;0;0.09;"Y";3
35;31000;"Mortgage";9.0;"Education";"C";15000;13.16;0;0.48;"N";9
24;65000;"Own";8.0;"Personal";"A";9000;7.29;0;0.14;"N";3
27;104000;"Mortgage";11.0;"Medical";"B";10000;10.65;0;0.1;"N";7
22;26400;"Rent";1.0;"Education";"A";10000;7.49;1;0.38;"N";3
25;94976;"Mortgage";5.0;"Debtconsolidation";"B";20000;10.74;0;0.21;"N";3
29;144000;"Mortgage";4.0;"Debtconsolidation";"C";5000;13.06;0;0.03;"N";7
31;80000;"Own";13.0;"Medical";"A";12000;5.79;0;0.15;"N";10
40;86500;"Mortgage";2.0;"Debtconsolidation";"B";10000;10.25;0;0.12;"N";14
28;51000;"Own";2.0;"Debtconsolidation";"E";20400;17.74;1;0.4;"Y";5
28;80000;"Mortgage";8.0;"Education";"C";13000;13.47;0;0.16;"N";5
26;115000;"Rent";3.0;"Venture";"B";12000;10.99;0;0.1;"N";3
25;31200;"Rent";7.0;"Medical";"A";3500;6.92;0;0.11;"N";3
21;39900;"Rent";0.0;"Venture";"A";12000;7.9;0;0.3;"N";3
21;12120;"Rent";0.0;"Debtconsolidation";"A";3600;8.32;1;0.3;"N";2
22;48000;"Mortgage";5.0;"Education";"A";9600;7.51;0;0.2;"N";4
34;41979;"Mortgage";14.0;"Education";"C";8150;15.23;0;0.19;"N";10
29;39996;"Rent";0.0;"Personal";"C";4000;0.0;0;0.1;"N";9
27;35000;"Own";2.0;"Education";"A";14000;7.49;0;0.4;"N";8
36;31000;"Rent";2.0;"Personal";"D";8000;14.11;1;0.26;"N";14
25;62400;"Own";0.0;"Debtconsolidation";"D";15000;17.58;0;0.24;"N";3
29;55000;"Rent";2.0;"Education";"A";5000;7.14;0;0.09;"N";5
23;35000;"Other";0.0;"Personal";"B";12800;11.83;1;0.37;"N";2
31;15000;"Mortgage";3.0;"Debtconsolidation";"D";2000;16.89;1;0.13;"Y";8
28;16000;"Rent";2.0;"Debtconsolidation";"E";5000;16.45;1;0.31;"Y";7
23;39000;"Rent";1.0;"Education";"D";6000;15.99;1;0.15;"N";3
24;65000;"Own";6.0;"Personal";"D";4400;16.89;0;0.07;"N";2
48;30000;"Rent";0.0;"Debtconsolidation";"B";6000;12.42;1;0.2;"N";12
22;75000;"Mortgage";3.0;"Education";"A";9000;5.79;0;0.12;"N";2
22;31224;"Rent";0.0;"Education";"A";6400;9.32;0;0.2;"N";4
24;47480;"Rent";8.0;"Medical";"B";6900;9.88;0;0.15;"N";2
30;52500;"Rent";2.0;"Homeimprovement";"B";20000;10.37;1;0.38;"N";7
34;70000;"Mortgage";7.0;"Debtconsolidation";"B";17000;11.14;1;0.24;"N";8
24;135000;"Rent";6.0;"Medical";"B";14400;12.69;0;0.11;"N";4
26;78000;"Mortgage";10.0;"Education";"A";10000;9.63;1;0.13;"N";4
23;78000;"Rent";7.0;"Debtconsolidation";"A";8100;7.29;0;0.1;"N";2
26;50000;"Own";10.0;"Personal";"A";7500;5.99;0;0.15;"N";2
24;30000;"Rent";0.0;"Medical";"D";9600;14.91;1;0.32;"Y";4
23;81600;"Rent";1.0;"Medical";"B";25000;11.36;1;0.31;"N";3
35;200004;"Mortgage";19.0;"Debtconsolidation";"A";6000;7.68;0;0.03;"N";8
21;37200;"Rent";5.0;"Medical";"C";4000;13.49;0;0.11;"Y";4
23;51600;"Mortgage";1.0;"Debtconsolidation";"B";5000;10.59;0;0.1;"N";3
22;100000;"Mortgage";6.0;"Debtconsolidation";"A";15000;8.94;0;0.15;"N";3
50;60000;"Mortgage";8.0;"Debtconsolidation";"A";2000;7.49;0;0.03;"N";15
28;44894;"Own";8.0;"Education";"A";3600;7.88;0;0.08;"N";6
25;80000;"Mortgage";4.0;"Personal";"A";11000;6.62;0;0.14;"N";3
25;85000;"Rent";5.0;"Education";"A";14400;8.49;0;0.17;"N";2
29;39000;"Mortgage";12.0;"Education";"A";16000;5.99;0;0.41;"N";8
27;51000;"Own";11.0;"Personal";"A";12000;7.49;0;0.24;"N";7
25;20000;"Rent";1.0;"Venture";"A";12000;8.07;1;0.6;"N";4
24;56000;"Rent";0.0;"Venture";"C";12000;14.26;0;0.21;"Y";2
22;46800;"Rent";6.0;"Medical";"C";18000;15.23;1;0.38;"Y";2
26;74970;"Rent";5.0;"Medical";"A";6000;7.88;0;0.08;"N";2
25;54000;"Mortgage";9.0;"Personal";"C";16000;0.0;0;0.3;"N";4
25;78996;"Rent";0.0;"Education";"A";14000;6.62;0;0.177224163;"N";16
28;143000;"Mortgage";5.0;"Homeimprovement";"D";8275;16.49;1;0.06;"Y";7
34;47125;"Mortgage";12.0;"Venture";"B";3200;10.99;0;0.07;"N";8
28;53100;"Rent";4.0;"Medical";"D";3000;0.0;1;0.06;"N";9
28;90000;"Rent";1.0;"Personal";"A";10200;8.9;0;0.11;"N";8
24;127000;"Mortgage";3.0;"Homeimprovement";"D";12000;15.05;0;0.09;"Y";3
23;35000;"Own";7.0;"Medical";"B";5000;11.71;0;0.14;"N";4
32;40000;"Rent";1.0;"Debtconsolidation";"C";9600;13.48;0;0.24;"Y";5
21;31200;"Rent";1.0;"Debtconsolidation";"D";6000;16.89;1;0.19;"N";3
31;60000;"Rent";11.0;"Education";"B";15000;11.71;0;0.25;"N";7
25;75000;"Rent";9.0;"Venture";"A";6775;7.9;0;0.09;"N";4
26;94800;"Mortgage";10.0;"Debtconsolidation";"A";14000;6.03;0;0.15;"N";4
51;80000;"Rent";3.0;"Venture";"F";18000;18.78;0;0.23;"N";19
22;44684;"Rent";1.0;"Debtconsolidation";"C";8000;12.04;0;0.18;"Y";2
31;40000;"Rent";0.0;"Venture";"B";5000;9.45;0;0.13;"N";10
26;24000;"Rent";5.0;"Medical";"A";6000;8.9;0;0.25;"N";3
25;30000;"Rent";4.0;"Education";"C";4000;13.49;0;0.13;"Y";4
29;83000;"Mortgage";13.0;"Homeimprovement";"A";7500;8.9;0;0.09;"N";6
24;80000;"Own";8.0;"Venture";"A";12000;7.49;0;0.15;"N";3
24;72000;"Mortgage";1.0;"Education";"B";16000;10.25;0;0.22;"N";3
30;72000;"Rent";2.0;"Education";"B";23000;12.18;1;0.32;"N";6
24;60000;"Mortgage";0.0;"Medical";"A";5000;7.14;0;0.08;"N";2
22;19200;"Rent";6.0;"Personal";"B";4400;11.49;1;0.23;"N";2
22;28000;"Rent";3.0;"Education";"C";6000;12.98;0;0.21;"Y";2
36;41000;"Mortgage";6.0;"Debtconsolidation";"B";6250;10.62;0;0.15;"N";17
25;30996;"Rent";9.0;"Venture";"A";4500;6.92;0;0.15;"N";3
22;89004;"Rent";7.0;"Debtconsolidation";"A";17000;9.63;0;0.19;"N";4
31;56000;"Rent";9.0;"Homeimprovement";"A";4000;5.79;0;0.07;"N";9
29;60000;"Mortgage";4.0;"Debtconsolidation";"A";12000;7.29;0;0.2;"N";7
25;80004;"Rent";4.0;"Homeimprovement";"B";12000;10.36;0;0.15;"N";3
27;130000;"Mortgage";0.0;"Homeimprovement";"B";12000;0.0;0;0.16;"N";4
37;39000;"Rent";5.0;"Personal";"B";15000;10.96;1;0.38;"N";12
34;30000;"Rent";4.0;"Venture";"B";3350;10.99;0;0.11;"N";10
24;65000;"Mortgage";2.0;"Venture";"B";12000;12.69;0;0.18;"N";4
27;65000;"Rent";0.0;"Personal";"B";12000;0.0;0;0.18;"N";5
22;50004;"Mortgage";0.0;"Education";"A";12000;7.37;0;0.24;"N";2
33;23400;"Rent";13.0;"Venture";"B";5000;12.69;0;0.21;"N";10
22;28500;"Mortgage";1.0;"Debtconsolidation";"A";8500;7.68;0;0.3;"N";4
21;25200;"Rent";1.0;"Education";"A";8250;7.49;1;0.33;"N";4
23;150000;"Mortgage";7.0;"Medical";"A";8000;6.91;0;0.05;"N";2
30;30000;"Mortgage";3.0;"Debtconsolidation";"A";5100;7.9;0;0.17;"N";5
26;115000;"Mortgage";6.0;"Homeimprovement";"C";15000;12.87;0;0.13;"Y";3
25;98000;"Rent";9.0;"Debtconsolidation";"B";10000;12.69;0;0.1;"N";4
36;141600;"Mortgage";4.0;"Homeimprovement";"B";6000;11.49;0;0.04;"N";16
37;44196;"Rent";0.0;"Medical";"B";12400;11.26;0;0.28;"N";14
30;155000;"Rent";9.0;"Medical";"A";6000;7.14;0;0.04;"N";8
23;63200;"Other";0.0;"Debtconsolidation";"B";4800;12.53;0;0.08;"N";4
25;22000;"Rent";3.0;"Venture";"A";7200;5.79;1;0.33;"N";2
28;40000;"Mortgage";12.0;"Homeimprovement";"A";11200;5.42;0;0.28;"N";9
31;80000;"Rent";5.0;"Education";"E";13750;16.7;0;0.17;"N";6
24;45000;"Rent";0.0;"Medical";"C";11200;12.04;0;0.25;"Y";3
21;36000;"Rent";2.0;"Education";"B";6000;11.86;0;0.17;"N";3
22;34500;"Rent";0.0;"Debtconsolidation";"C";10000;13.79;0;0.29;"N";2
36;42000;"Rent";7.0;"Personal";"B";15600;0.0;1;0.37;"N";14
31;45996;"Rent";10.0;"Venture";"C";8800;12.84;0;0.19;"Y";10
24;76000;"Mortgage";9.0;"Debtconsolidation";"B";20050;10.59;0;0.26;"N";2
22;60000;"Mortgage";6.0;"Personal";"B";12900;11.14;0;0.21;"N";4
24;50000;"Mortgage";2.0;"Venture";"A";12500;9.32;0;0.25;"N";2
29;42000;"Mortgage";5.0;"Medical";"C";2500;13.98;0;0.06;"N";8
21;31000;"Rent";6.0;"Medical";"A";6000;6.03;0;0.19;"N";3
25;33000;"Mortgage";6.0;"Education";"A";8000;6.62;0;0.24;"N";4
23;20004;"Mortgage";6.0;"Personal";"A";7125;6.99;0;0.36;"N";2
27;119000;"Mortgage";0.0;"Medical";"B";8800;0.0;0;0.07;"N";7
32;190000;"Rent";8.0;"Education";"A";15000;9.63;0;0.08;"N";7
31;55000;"Rent";3.0;"Homeimprovement";"C";12000;13.23;0;0.22;"N";10
25;31000;"Mortgage";4.0;"Venture";"B";10000;10.38;0;0.32;"N";4
27;39600;"Mortgage";4.0;"Venture";"G";2500;20.86;1;0.06;"Y";8
26;38000;"Rent";0.0;"Personal";"B";12000;0.0;1;0.32;"N";4
25;72500;"Mortgage";3.0;"Venture";"D";16000;15.28;1;0.22;"Y";4
30;26400;"Rent";14.0;"Debtconsolidation";"C";3250;14.35;1;0.12;"N";9
27;30000;"Rent";5.0;"Personal";"B";4975;10.37;0;0.17;"N";10
54;107000;"Rent";27.0;"Venture";"B";10000;9.91;0;0.09;"N";20
33;20000;"Rent";5.0;"Education";"A";3625;6.99;0;0.18;"N";9
26;45760;"Rent";8.0;"Debtconsolidation";"C";11500;11.78;0;0.25;"N";4
34;122400;"Mortgage";5.0;"Medical";"B";6800;10.65;0;0.06;"N";10
25;84000;"Mortgage";4.0;"Debtconsolidation";"A";8500;6.62;0;0.1;"N";4
23;56004;"Rent";7.0;"Personal";"B";10000;11.83;0;0.18;"N";3
22;45000;"Rent";0.0;"Debtconsolidation";"B";15000;10.37;1;0.33;"N";2
28;120000;"Mortgage";11.0;"Homeimprovement";"C";5000;13.06;0;0.04;"N";5
27;70800;"Mortgage";0.0;"Education";"G";20000;21.21;1;0.28;"Y";8
36;72000;"Mortgage";3.0;"Venture";"A";8000;6.92;0;0.11;"N";16
36;29500;"Own";4.0;"Homeimprovement";"B";1250;11.83;0;0.04;"N";11
27;129996;"Mortgage";2.0;"Venture";"D";12800;14.84;1;0.1;"Y";7
23;33359;"Rent";2.0;"Education";"A";9000;0.0;1;0.27;"N";4
34;103000;"Mortgage";5.0;"Venture";"B";16000;10.62;0;0.16;"N";7
22;75000;"Rent";0.0;"Debtconsolidation";"B";4800;12.21;0;0.06;"N";2
31;70000;"Rent";0.0;"Venture";"B";9000;10.0;0;0.13;"N";5
21;9600;"Rent";0.0;"Medical";"B";2375;10.0;1;0.25;"N";3
23;110000;"Mortgage";8.0;"Venture";"C";7500;13.72;0;0.07;"N";4
22;275000;"Own";6.0;"Venture";"B";12000;11.58;0;0.04;"N";2
23;34255;"Rent";7.0;"Venture";"G";6000;22.11;1;0.18;"Y";3
28;60000;"Rent";2.0;"Personal";"B";12000;12.18;0;0.2;"N";10
23;45000;"Mortgage";1.0;"Education";"B";8000;10.51;0;0.18;"N";4
22;18700;"Rent";3.0;"Education";"A";3600;8.9;1;0.19;"N";4
22;18000;"Rent";1.0;"Medical";"B";6000;0.0;1;0.33;"N";3
24;39996;"Rent";1.0;"Medical";"C";7000;13.11;0;0.18;"N";3
37;48000;"Rent";5.0;"Personal";"A";7500;0.0;0;0.16;"N";13
31;29000;"Rent";5.0;"Medical";"D";9000;15.37;1;0.31;"N";9
28;57936;"Rent";2.0;"Medical";"D";13650;14.42;1;0.24;"N";10
23;15204;"Mortgage";7.0;"Personal";"A";2800;8.49;1;0.18;"N";3
29;28114;"Rent";0.0;"Debtconsolidation";"B";8800;10.0;1;0.31;"N";10
22;17760;"Mortgage";6.0;"Education";"C";4975;0.0;1;0.28;"Y";3
22;69000;"Mortgage";0.0;"Education";"A";15000;8.49;0;0.22;"N";2
35;250000;"Own";8.0;"Venture";"B";15000;9.88;0;0.06;"N";9
22;78000;"Other";6.0;"Debtconsolidation";"B";3120;17.93;1;0.04;"Y";9
22;75000;"Own";6.0;"Education";"A";4800;8.0;0;0.06;"N";2
30;61000;"Rent";4.0;"Medical";"C";4800;14.79;0;0.08;"N";10
24;25000;"Rent";3.0;"Venture";"A";5000;7.14;0;0.2;"N";2
26;75000;"Mortgage";1.0;"Homeimprovement";"A";3000;9.63;0;0.04;"N";3
22;47800;"Mortgage";5.0;"Personal";"C";1500;13.43;0;0.03;"Y";4
30;340000;"Mortgage";2.0;"Homeimprovement";"F";25000;18.3;0;0.07;"N";8
24;118000;"Rent";5.0;"Homeimprovement";"A";7000;8.49;0;0.06;"N";2
26;111000;"Mortgage";10.0;"Medical";"A";5000;5.79;0;0.05;"N";3
24;30000;"Rent";0.0;"Education";"C";4800;13.35;0;0.16;"N";3
26;140000;"Mortgage";5.0;"Homeimprovement";"D";13050;14.59;0;0.09;"Y";3
23;78500;"Mortgage";7.0;"Education";"A";7200;7.49;0;0.09;"N";3
24;65000;"Mortgage";0.0;"Venture";"A";20150;9.88;1;0.31;"N";4
49;42000;"Mortgage";12.0;"Medical";"A";3000;8.9;0;0.07;"N";15
29;95000;"Mortgage";4.0;"Homeimprovement";"C";2400;13.72;0;0.03;"N";8
23;40000;"Mortgage";7.0;"Debtconsolidation";"C";6000;14.79;0;0.15;"Y";3
21;62000;"Rent";2.0;"Education";"B";6000;10.25;0;0.1;"N";4
21;23000;"Rent";5.0;"Education";"B";6000;10.95;0;0.26;"N";2
36;60000;"Other";2.0;"Homeimprovement";"B";3000;0.0;0;0.07;"N";3
24;72000;"Rent";0.0;"Debtconsolidation";"A";16875;6.54;0;0.23;"N";4
29;40800;"Rent";0.0;"Venture";"B";2700;11.71;0;0.07;"N";7
31;53000;"Mortgage";15.0;"Venture";"D";10000;0.0;0;0.19;"N";10
25;46000;"Mortgage";1.0;"Homeimprovement";"C";8600;0.0;0;0.19;"N";2
25;70000;"Rent";4.0;"Personal";"C";8000;15.96;0;0.11;"Y";3
34;106000;"Mortgage";6.0;"Homeimprovement";"A";7200;7.29;0;0.07;"N";8
27;50000;"Own";8.0;"Venture";"A";12000;5.42;0;0.24;"N";7
29;74004;"Mortgage";2.0;"Debtconsolidation";"B";10000;11.86;0;0.14;"N";8
26;33600;"Rent";4.0;"Debtconsolidation";"B";6000;10.71;0;0.18;"N";3
23;124800;"Mortgage";4.0;"Medical";"B";28000;0.0;0;0.22;"N";2
31;30000;"Rent";0.0;"Homeimprovement";"D";5500;15.21;1;0.18;"Y";7
23;46443;"Rent";7.0;"Education";"A";6000;7.9;0;0.13;"N";4
27;45468;"Rent";2.0;"Venture";"C";4000;13.99;0;0.09;"Y";5
36;130000;"Mortgage";9.0;"Medical";"B";12000;0.0;0;0.09;"N";14
25;63000;"Rent";3.0;"Medical";"A";8900;7.29;0;0.14;"N";3
22;40000;"Rent";1.0;"Education";"B";16000;8.88;1;0.4;"N";3
22;99000;"Mortgage";6.0;"Venture";"A";18000;8.9;0;0.18;"N";3
25;30000;"Rent";0.0;"Medical";"C";4200;12.23;0;0.14;"Y";4
38;49853;"Mortgage";19.0;"Education";"D";12000;13.3;0;0.24;"Y";11
22;71400;"Rent";3.0;"Venture";"C";5000;12.99;0;0.07;"Y";4
23;30996;"Own";2.0;"Venture";"B";5000;11.86;0;0.16;"N";2
38;81000;"Mortgage";0.0;"Homeimprovement";"B";11000;10.36;0;0.14;"N";14
26;180000;"Own";0.0;"Homeimprovement";"A";10000;8.0;0;0.06;"N";4
23;42000;"Own";0.0;"Personal";"A";6000;5.42;0;0.14;"N";2
28;48000;"Mortgage";4.0;"Venture";"B";3000;11.99;0;0.06;"N";6
23;85000;"Mortgage";8.0;"Debtconsolidation";"C";5000;14.35;0;0.06;"Y";2
34;56400;"Mortgage";2.0;"Debtconsolidation";"A";7000;7.9;0;0.12;"N";10
29;260000;"Mortgage";0.0;"Homeimprovement";"B";20000;10.37;0;0.08;"N";6
22;32500;"Mortgage";5.0;"Debtconsolidation";"B";14500;11.99;0;0.45;"N";4
26;61200;"Own";4.0;"Homeimprovement";"C";1500;12.84;0;0.02;"Y";2
26;54000;"Rent";0.0;"Medical";"D";13200;14.91;1;0.24;"Y";2
31;86000;"Rent";1.0;"Debtconsolidation";"D";25000;16.0;1;0.29;"Y";5
22;38004;"Rent";2.0;"Debtconsolidation";"B";8000;11.36;0;0.21;"N";3
25;36000;"Rent";0.0;"Venture";"C";12500;11.72;1;0.35;"N";4
23;38850;"Rent";0.0;"Education";"C";4000;12.72;0;0.1;"Y";2
30;36996;"Rent";5.0;"Education";"A";10000;8.9;0;0.27;"N";6
42;47000;"Rent";2.0;"Medical";"B";25000;12.18;1;0.53;"N";15
26;64000;"Rent";3.0;"Debtconsolidation";"A";9000;6.03;0;0.14;"N";2
26;47000;"Rent";5.0;"Personal";"C";9500;12.87;0;0.2;"N";4
27;132000;"Rent";4.0;"Debtconsolidation";"A";18000;8.49;0;0.14;"N";9
27;100000;"Mortgage";0.0;"Homeimprovement";"A";5000;8.07;0;0.05;"N";10
23;60000;"Rent";1.0;"Education";"B";4000;11.83;0;0.07;"N";3
26;66948;"Own";11.0;"Personal";"B";20000;10.95;0;0.3;"N";4
24;76000;"Mortgage";8.0;"Education";"B";13500;9.99;0;0.18;"N";4
25;68000;"Own";8.0;"Homeimprovement";"B";6000;12.42;0;0.09;"N";4
22;75000;"Mortgage";6.0;"Medical";"B";25000;9.25;0;0.33;"N";2
24;87000;"Mortgage";7.0;"Venture";"B";15000;0.0;0;0.17;"N";2
39;24000;"Rent";9.0;"Education";"B";5000;11.14;0;0.21;"N";12
29;108000;"Rent";1.0;"Education";"D";12000;0.0;1;0.11;"N";9
24;33000;"Own";9.0;"Venture";"C";8000;14.26;0;0.24;"Y";3
34;102000;"Rent";4.0;"Education";"E";8400;17.19;0;0.08;"Y";10
23;110000;"Rent";0.0;"Personal";"B";22000;0.0;0;0.2;"N";3
29;75000;"Rent";2.0;"Debtconsolidation";"A";7200;7.9;0;0.1;"N";10
37;55000;"Rent";19.0;"Debtconsolidation";"B";30000;9.91;1;0.55;"N";15
26;34000;"Rent";3.0;"Personal";"D";5500;16.89;0;0.16;"Y";2
26;52000;"Own";10.0;"Personal";"A";10000;8.9;0;0.19;"N";3
28;110000;"Mortgage";3.0;"Venture";"A";11000;5.79;0;0.1;"N";5
21;60000;"Rent";5.0;"Medical";"B";24000;10.75;1;0.4;"N";2
22;24702;"Rent";0.0;"Education";"C";2000;13.23;0;0.08;"Y";4
22;62000;"Mortgage";2.0;"Education";"D";7500;13.87;0;0.12;"N";3
38;76000;"Mortgage";4.0;"Personal";"A";9000;5.99;0;0.12;"N";12
25;44000;"Rent";5.0;"Medical";"A";2400;7.66;0;0.05;"N";4
30;44000;"Rent";0.0;"Medical";"A";2000;7.29;0;0.05;"N";8
